1-cysPrx_C	80,189,172
Agglutinin_C	180,115,67
AglB_L1	200,105,228
Ago_PAZ	184,144,49
Ago_hook	255,255,255
Agouti	255,255,255
AgrB	181,182,61
AgrD	255,255,255
Agro_virD5	255,255,255
Aha1_N	255,255,255
AhpC-TSA	166,71,190
AhpC-TSA_2	255,255,255
AidB_N	114,48,191
Aida_C2	255,255,255
Aida_N	255,255,255
Ail_Lom	255,255,255
Aim19	255,255,255
Aim21	255,255,255
AlaDh_PNT_C	96,211,180
AlaDh_PNT_N	60,217,133
AlaE	255,255,255
Ala_racemase_C	197,52,74
Ala_racemase_N	87,82,180
Alanine_zipper	255,255,255
Alb1	255,255,255
AlbA_2	156,198,86
Alba	255,255,255
Albumin_I	255,255,255
Albumin_I_a	255,255,255
AlcCBM31	255,255,255
Ald_Xan_dh_C	127,182,88
Ald_Xan_dh_C2	194,143,89
Ald_deCOase	255,255,255
Aldedh	105,213,139
Aldo_ket_red	225,205,58
Aldolase	69,181,160
Aldolase_II	208,130,90
Aldose_epim	76,203,227
Alfin	255,255,255
Alg14	171,179,66
Alg6_Alg8	255,255,255
AlgF	132,198,87
Alginate_exp	128,200,52
Alginate_lyase	209,93,208
Alginate_lyase2	179,55,69
AlkA_N	98,203,51
Alk_phosphatase	172,203,66
Alkyl_sulf_C	227,74,132
Alkyl_sulf_dimr	209,194,83
Allantoicase	108,104,211
Allatostatin	255,255,255
Allene_ox_cyc	255,255,255
Allexi_40kDa	255,255,255
Alliinase_C	255,255,255
Alph_Pro_TM	255,255,255
Alpha-2-MRAP_C	255,255,255
Alpha-2-MRAP_N	255,255,255
Alpha-E	255,255,255
Alpha-L-AF_C	102,206,156
Alpha-amyl_C	255,255,255
Alpha-amyl_C2	255,255,255
Alpha-amylase	72,189,149
Alpha-amylase_C	60,49,183
Alpha-amylase_N	255,255,255
Alpha-mann_mid	213,172,69
AlphaC_C	255,255,255
AlphaC_N	255,255,255
Alpha_E1_glycop	255,255,255
Alpha_E2_glycop	255,255,255
Alpha_E3_glycop	255,255,255
Alpha_GJ	255,255,255
Alpha_L_fucos	165,80,195
Alpha_TIF	255,255,255
Alpha_adaptinC2	255,255,255
Alpha_adaptin_C	255,255,255
Alpha_kinase	255,255,255
AltA1	255,255,255
Alveol-reg_P311	255,255,255
Amastin	255,255,255
Amb_V_allergen	255,255,255
Amdase	112,96,219
Amdo_NSP	255,255,255
Amelin	255,255,255
Amelogenin	255,255,255
Amelotin	255,255,255
AmiS_UreI	255,255,255
Amidase	195,142,64
Amidase02_C	198,58,168
Amidase_2	122,192,71
Amidase_3	174,223,57
Amidase_5	255,255,255
Amidase_6	162,213,63
Amidinotransf	194,129,75
Amido_AtzD_TrzD	227,172,111
Amidohydro_1	210,93,184
Amidohydro_2	95,225,123
Amidohydro_3	228,157,101
Amidoligase_2	255,255,255
Amino_oxidase	184,74,52
Aminoglyc_resit	255,255,255
Aminopep	255,255,255
Aminotran_1_2	89,113,198
Aminotran_3	49,163,189
Aminotran_4	52,144,188
Aminotran_5	214,54,122
Aminotran_MocR	170,182,87
Amj	255,255,255
Ammonium_transp	94,77,188
Amnionless	255,255,255
AmoC	255,255,255
AmpE	255,255,255
An_peroxidase	187,58,169
Androgen_recep	255,255,255
Anemone_cytotox	255,255,255
AnfG_VnfG	255,255,255
AnfO_nitrog	255,255,255
Angiomotin_C	255,255,255
Anillin	255,255,255
Anillin_N	255,255,255
Ank	73,121,210
Ank_2	151,90,191
Ank_3	255,255,255
Ank_4	62,205,90
Ank_5	215,72,122
AnmK	182,60,66
Annexin	255,255,255
Anoct_dimer	255,255,255
Anoctamin	255,255,255
Anophelin	255,255,255
Anp1	255,255,255
AntA	255,255,255
Ant_C	255,255,255
Anth_Ig	255,255,255
Anth_synt_I_N	163,87,183
Anthrax-tox_M	255,255,255
Anthrax_toxA	255,255,255
Anthrone_oxy	187,117,84
Anti-TRAP	255,255,255
Anti-adapt_IraP	255,255,255
Antibiotic_NAT	93,59,220
Anticodon_1	85,52,208
Antifungal_pept	255,255,255
Antifungal_prot	255,255,255
Antig_Caf1	255,255,255
Antigen_Bd37	255,255,255
Antigen_C	255,255,255
Antimicrobial10	255,255,255
Antimicrobial11	255,255,255
Antimicrobial12	255,255,255
Antimicrobial13	255,255,255
Antimicrobial14	255,255,255
Antimicrobial15	255,255,255
Antimicrobial17	255,255,255
Antimicrobial18	76,69,195
Antimicrobial19	255,255,255
Antimicrobial20	255,255,255
Antimicrobial21	255,255,255
Antimicrobial22	255,255,255
Antimicrobial23	255,255,255
Antimicrobial24	255,255,255
Antimicrobial25	255,255,255
Antimicrobial_1	255,255,255
Antimicrobial_2	255,255,255
Antimicrobial_3	255,255,255
Antimicrobial_4	255,255,255
Antimicrobial_5	255,255,255
Antimicrobial_6	255,255,255
Antimicrobial_7	255,255,255
Antimicrobial_8	255,255,255
Antimicrobial_9	255,255,255
Antirestrict	255,255,255
Antistasin	255,255,255
Antiterm	255,255,255
ApbA	91,128,221
ApbA_C	188,163,68
ApbE	166,221,108
Apc13p	255,255,255
Apc15p	255,255,255
ApeA_NTD1	84,226,72
ApeC	255,255,255
Apelin	255,255,255
Aph-1	255,255,255
AphA_like	255,255,255
Apidaecin	255,255,255
Apis_Csd	255,255,255
Apo-CII	255,255,255
Apo-CIII	255,255,255
Apo-VLDL-II	255,255,255
ApoA-II	255,255,255
ApoB100_C	255,255,255
ApoC-I	255,255,255
ApoL	255,255,255
ApoLp-III	255,255,255
ApoM	255,255,255
ApoO	255,255,255
Apocytochr_F_C	255,255,255
Apocytochr_F_N	255,255,255
Apolipo_F	255,255,255
Apolipoprotein	255,255,255
Apq12	255,255,255
Apt1	255,255,255
Apyrase	255,255,255
Aquarius_N	255,255,255
ArAE_1	199,50,137
ArAE_1_C	255,255,255
ArAE_2	255,255,255
ArAE_2_N	255,255,255
AraC_N	112,52,192
AraC_binding	81,203,213
AraC_binding_2	226,106,111
ArabFuran-catal	226,62,95
Arabino_trans_C	89,181,112
Arabino_trans_N	77,121,224
Arabinose_Iso_C	61,190,148
Arabinose_Isome	50,179,119
Arabinose_bd	64,208,210
Arabinose_trans	95,198,74
Arb1	255,255,255
Arb2	255,255,255
Arc	255,255,255
Arc_PepC	255,255,255
Arc_PepC_II	255,255,255
Arc_trans_TRASH	255,255,255
Arch_fla_DE	255,255,255
Arch_flagellin	255,255,255
Archaeal_AmoA	255,255,255
Archease	255,255,255
ArdA	255,255,255
AreA_N	255,255,255
ArenaCapSnatch	255,255,255
Arena_RNA_pol	255,255,255
Arena_glycoprot	255,255,255
Arena_ncap_C	255,255,255
Arena_nucleocap	255,255,255
Arf	77,197,154
ArfA	255,255,255
ArfGap	255,255,255
Arfaptin	255,255,255
ArgJ	81,120,181
Arg_decarb_HB	200,54,149
Arg_decarbox_C	50,181,74
Arg_repressor	219,102,162
Arg_repressor_C	80,175,218
Arg_tRNA_synt_N	123,182,87
Arginase	126,224,107
Arginosuc_synth	93,212,110
ArgoL1	203,81,166
ArgoL2	255,255,255
ArgoMid	255,255,255
ArgoN	255,255,255
Argos	255,255,255
Arif-1	255,255,255
ArlS_N	180,78,198
Arm	90,221,140
Arm-DNA-bind_1	255,255,255
Arm-DNA-bind_2	255,255,255
Arm-DNA-bind_3	47,183,132
Arm-DNA-bind_4	214,105,129
Arm-DNA-bind_5	255,255,255
Arm_2	255,255,255
Arm_3	255,255,255
Arm_APC_u3	255,255,255
Armet	255,255,255
Arnt_C	180,68,164
AroM	255,255,255
Aromatic_hydrox	109,223,112
Arr-ms	255,255,255
Arrestin_C	255,255,255
Arrestin_N	255,255,255
ArsA_ATPase	210,53,214
ArsA_HSP20	56,182,193
ArsB	207,201,91
ArsC	197,52,109
ArsD	94,214,99
ArsP_1	103,196,76
ArsP_2	255,255,255
ArsR	255,255,255
Arteri_GP4	255,255,255
Arteri_Gl	255,255,255
Arteri_env	255,255,255
Arteri_nsp7a	255,255,255
Arteri_nucleo	255,255,255
Arv1	255,255,255
Arylesterase	255,255,255
Arylsulfotran_2	81,204,122
Arylsulfotran_N	255,255,255
Arylsulfotrans	127,182,88
Ashwin	255,255,255
AsiA	255,255,255
AsmA	208,59,109
AsmA_1	255,255,255
AsmA_2	255,255,255
AsnA	255,255,255
AsnC_trans_reg	134,72,182
AsnC_trans_reg2	219,228,70
Asn_synthase	97,201,176
Asp	210,100,210
Asp-Al_Ex	255,255,255
Asp-B-Hydro_N	255,255,255
Asp1	255,255,255
Asp2	255,255,255
Asp23	195,60,141
Asp4	255,255,255
Asp5	255,255,255
Asp_Arg_Hydrox	110,77,203
Asp_Glu_race	137,211,53
Asp_Glu_race_2	255,255,255
Asp_decarbox	223,94,196
Asp_protease	255,255,255
Asp_protease_2	83,188,195
Asparaginase	216,150,106
Asparaginase_2	153,88,193
Asparaginase_C	187,88,198
Asparaginase_II	209,140,63
Aspzincin_M35	255,255,255
Asr	255,255,255
AstA	255,255,255
AstB	255,255,255
AstE_AspA	143,103,224
Astacin	255,255,255
Astro_capsid_N	255,255,255
Astro_capsid_p	255,255,255
Astro_capsid_p2	255,255,255
Atg14	255,255,255
Atg31	255,255,255
Atg8	255,255,255
AtpR	255,255,255
Atracotoxin	255,255,255
Atrophin-1	255,255,255
Attachment_P66	255,255,255
Attacin_C	255,255,255
Attacin_N	255,255,255
Attractin	255,255,255
Atu4866	126,228,60
AtuA	118,206,76
Atx10homo_assoc	255,255,255
Augurin	255,255,255
AurF	100,210,108
Aurora-A_bind	255,255,255
Auto_anti-p27	255,255,255
Autoind_bind	99,181,52
Autoind_synth	197,72,80
Autophagy_C	255,255,255
Autophagy_N	255,255,255
Autophagy_act_C	255,255,255
Autotransporter	213,89,168
Auts2	255,255,255
Auxin_BP	255,255,255
Auxin_canalis	255,255,255
Auxin_inducible	179,165,88
Auxin_repressed	255,255,255
Auxin_resp	255,255,255
Av_adeno_fibre	255,255,255
AveC_like	119,70,227
AviRa	221,99,205
Avian_gp85	255,255,255
Avidin	255,255,255
Avl9	255,255,255
AvrB_AvrC	255,255,255
AvrD	202,218,86
AvrE_T3Es	255,255,255
AvrL567-A	255,255,255
AvrPphF-ORF-2	255,255,255
AvrPto	255,255,255
AvrPtoB-E3_ubiq	255,255,255
AvrPtoB_bdg	255,255,255
AvrRpt-cleavage	255,255,255
Ax_dynein_light	255,255,255
Axin_b-cat_bind	255,255,255
AzlC	70,147,184
AzlD	89,184,63
B	255,255,255
B-block_TFIIIC	255,255,255
B1	255,255,255
B12-binding	145,190,60
B12-binding_2	190,55,206
B12D	255,255,255
B2	255,255,255
B2-adapt-app_C	255,255,255
B277	255,255,255
B3	255,255,255
B3R	255,255,255
B3_4	97,63,226
B5	94,91,186
B56	132,184,88
B9-C2	255,255,255
BA14K	255,255,255
BAALC_N	255,255,255
BAAT_C	255,255,255
BACK	255,255,255
BACON	255,255,255
BAF	255,255,255
BAF1_ABF1	255,255,255
BAF250_C	255,255,255
BAG	255,255,255
BAG6	255,255,255
BAGE	255,255,255
BAH	128,206,82
BALF1	255,255,255
BAMBI	255,255,255
BAP	255,255,255
BAR	255,255,255
BAR_2	255,255,255
BAR_3	255,255,255
BAR_3_WASP_bdg	255,255,255
BASP1	255,255,255
BAT	255,255,255
BAT2_N	255,255,255
BATS	91,179,207
BBE	210,73,83
BBIP10	255,255,255
BBL5	255,255,255
BBP1_C	255,255,255
BBP1_N	255,255,255
BBP2	255,255,255
BBP2_2	194,81,181
BBP7	255,255,255
BBS1	255,255,255
BBS2_C	255,255,255
BBS2_Mid	255,255,255
BBS2_N	255,255,255
BB_PF	66,225,143
BC10	255,255,255
BCAS2	255,255,255
BCAS3	255,255,255
BCA_ABC_TP_C	205,68,53
BCCT	206,109,74
BCD	50,198,132
BCDHK_Adom3	255,255,255
BCHF	255,255,255
BCIP	255,255,255
BCL9	255,255,255
BCLP	255,255,255
BCL_N	255,255,255
BCMA-Tall_bind	255,255,255
BCNT	255,255,255
BCOR	255,255,255
BCS1_N	255,255,255
BCSC_C	255,255,255
BChl_A	255,255,255
BDHCT	255,255,255
BDHCT_assoc	255,255,255
BDM	255,255,255
BDV_G	255,255,255
BDV_M	255,255,255
BDV_P10	255,255,255
BDV_P24	255,255,255
BDV_P40	255,255,255
BEN	255,255,255
BES1_N	255,255,255
BESS	255,255,255
BET	255,255,255
BEX	255,255,255
BH3	255,255,255
BH4	255,255,255
BHD_1	255,255,255
BHD_2	255,255,255
BHD_3	255,255,255
BID	255,255,255
BING4CT	255,255,255
BIR	255,255,255
BIRC6	255,255,255
BIV_Env	255,255,255
BKACE	176,96,196
BK_channel_a	255,255,255
BLACT_WH	84,118,183
BLI1	255,255,255
BLIP	215,90,200
BLM10_N	255,255,255
BLM10_mid	255,255,255
BLM_N	255,255,255
BLOC1S3	255,255,255
BLOC1_2	255,255,255
BLUF	255,255,255
BLYB	255,255,255
BMC	184,205,98
BMF	255,255,255
BMFP	255,255,255
BMP2K_C	255,255,255
BNIP2	255,255,255
BNIP3	255,255,255
BNR	69,193,58
BNR_2	196,211,74
BNR_3	255,255,255
BNR_4	255,255,255
BNR_6	255,255,255
BNR_assoc_N	255,255,255
BOF	255,255,255
BOFC_N	255,255,255
BON	62,222,71
BOP1NT	255,255,255
BORA_N	255,255,255
BORCS6	255,255,255
BORCS7	255,255,255
BORCS8	255,255,255
BORG_CEP	255,255,255
BP28CT	255,255,255
BPA_C	162,63,193
BPD_transp_1	77,208,225
BPD_transp_2	69,130,196
BPL_C	61,193,175
BPL_LplA_LipB	228,147,105
BPL_LplA_LipB_2	255,255,255
BPL_N	184,84,147
BPS	255,255,255
BPS1	255,255,255
BPTA	255,255,255
BRAP2	255,255,255
BRCA-2_OB1	255,255,255
BRCA-2_OB3	255,255,255
BRCA-2_helical	255,255,255
BRCA2	255,255,255
BRCT	69,217,144
BRCT_2	255,255,255
BRCT_assoc	255,255,255
BRD4_CDT	255,255,255
BRE	211,91,101
BRE1	255,255,255
BRF1	255,255,255
BRI3BP	255,255,255
BRICHOS	255,255,255
BRK	255,255,255
BRO1	255,255,255
BROMI	255,255,255
BRX	255,255,255
BRX_N	255,255,255
BRX_assoc	255,255,255
BSD	255,255,255
BSMAP	255,255,255
BSP	255,255,255
BSP_II	255,255,255
BST2	255,255,255
BT1	255,255,255
BTAD	217,89,196
BTB	194,93,137
BTB_2	255,255,255
BTB_3	255,255,255
BTD	255,255,255
BTG	255,255,255
BTK	255,255,255
BTP	60,155,228
BTRD1	204,89,182
BTV_NS2	255,255,255
BUD22	255,255,255
BURP	255,255,255
B_lectin	73,203,162
B_solenoid_dext	85,48,189
B_solenoid_ydck	123,193,72
Babuvirus_MP	255,255,255
BacA	78,220,196
Bac_DNA_binding	73,205,204
Bac_DnaA	255,255,255
Bac_DnaA_C	255,255,255
Bac_GDH	200,95,140
Bac_GH3_C	123,109,228
Bac_RepA_C	55,187,122
Bac_chlorC	255,255,255
Bac_export_1	71,190,181
Bac_export_2	75,190,81
Bac_export_3	184,52,91
Bac_globin	81,104,192
Bac_luciferase	180,112,78
Bac_rhamnosid	97,211,89
Bac_rhamnosid6H	212,61,77
Bac_rhamnosid_C	205,58,114
Bac_rhamnosid_N	125,200,86
Bac_rhodopsin	202,79,88
Bac_small_YrzI	255,255,255
Bac_surface_Ag	148,194,51
Bac_thur_toxin	255,255,255
Bac_transf	57,165,209
Bacillus_HBL	255,255,255
Bacillus_PapR	255,255,255
Bact_lectin	73,203,54
Bact_transglu_N	255,255,255
BacteriocIIc_cy	121,181,84
Bacteriocin_II	73,187,108
Bacteriocin_IIc	158,186,86
Bacteriocin_IId	200,220,70
Bacteriocin_IIi	114,178,85
Bacteroid_pep	255,255,255
Bactofilin	255,255,255
Baculo_11_kDa	255,255,255
Baculo_19	255,255,255
Baculo_8kDa	255,255,255
Baculo_DNA_bind	255,255,255
Baculo_E25	255,255,255
Baculo_E56	255,255,255
Baculo_E66	255,255,255
Baculo_F	255,255,255
Baculo_FP	255,255,255
Baculo_IE-1	255,255,255
Baculo_LEF-10	255,255,255
Baculo_LEF-11	255,255,255
Baculo_LEF-2	255,255,255
Baculo_LEF-3	255,255,255
Baculo_LEF5	255,255,255
Baculo_LEF5_C	255,255,255
Baculo_ME53	255,255,255
Baculo_ODV-E27	255,255,255
Baculo_PEP_C	255,255,255
Baculo_PEP_N	255,255,255
Baculo_PP31	255,255,255
Baculo_RING	255,255,255
Baculo_VP1054	255,255,255
Baculo_VP39	255,255,255
Baculo_VP91_N	255,255,255
Baculo_Y142	255,255,255
Baculo_gp41	255,255,255
Baculo_gp64	255,255,255
Baculo_helicase	255,255,255
Baculo_p24	255,255,255
Baculo_p26	255,255,255
Baculo_p33	255,255,255
Baculo_p47	255,255,255
Baculo_p48	255,255,255
Baculo_p74	255,255,255
Baculo_p74_N	255,255,255
BaffR-Tall_bind	255,255,255
BamHI	255,255,255
Band_3_cyto	255,255,255
Band_7	218,155,102
Band_7_1	255,255,255
Band_7_C	255,255,255
Bap31	188,87,133
Barstar	180,74,147
Barttin	255,255,255
Barwin	255,255,255
Baseplate	255,255,255
Baseplate_J	156,184,58
Basic	255,255,255
BatA	211,95,141
BatD	255,255,255
Bax1-I	193,96,97
BaxI_1	224,58,156
Bcl-2	255,255,255
Bcl-2_3	255,255,255
Bcl-2_BAD	255,255,255
BclA_C	181,99,68
Bclt	255,255,255
Bclx_interact	255,255,255
Bcr-Abl_Oligo	255,255,255
BcrAD_BadFG	204,121,66
BcsB	255,255,255
Bd3614-deam	255,255,255
Bd3614_N	255,255,255
Beach	255,255,255
Bee_toxin	255,255,255
BenE	92,227,90
Benyvirus_14KDa	255,255,255
Benyvirus_P25	255,255,255
Bep_C_terminal	222,81,221
Bestrophin	255,255,255
BetR	255,255,255
Bet_v_1	255,255,255
Beta-APP	255,255,255
Beta-Casp	255,255,255
Beta-TrCP_D	255,255,255
Beta-lactamase	92,159,200
Beta-lactamase2	72,61,190
Beta-prism_lec	255,255,255
BetaGal_dom2	255,255,255
BetaGal_dom3	255,255,255
BetaGal_dom4_5	255,255,255
Beta_elim_lyase	121,182,62
Beta_helix	197,72,157
Beta_helix_2	70,179,145
Beta_lactamase3	255,255,255
Beta_propel	255,255,255
Beta_protein	65,139,203
Bgal_small_N	180,83,167
BiPBP_C	255,255,255
BicD	255,255,255
Big_1	80,184,154
Big_10	78,195,166
Big_2	255,255,255
Big_3	255,255,255
Big_3_2	81,179,146
Big_3_3	255,255,255
Big_3_4	255,255,255
Big_3_5	65,209,84
Big_4	133,184,71
Big_5	178,197,67
Big_6	49,101,197
Big_7	209,75,57
Big_8	87,122,206
Big_9	65,184,158
Bile_Hydr_Trans	255,255,255
Biliv-reduc_cat	255,255,255
Bim_N	255,255,255
Bin3	255,255,255
Binary_toxB	255,255,255
Binary_toxB_2	255,255,255
Binary_toxB_3	255,255,255
Bindin	255,255,255
BioT2	255,255,255
BioW	255,255,255
BioY	209,203,81
Biopterin_H	178,114,49
Biotin_carb_C	82,186,211
Biotin_carb_N	59,114,187
Biotin_lipoyl	67,214,213
Biotin_lipoyl_2	229,122,112
Birna_RdRp	255,255,255
Birna_VP2	255,255,255
Birna_VP3	255,255,255
Birna_VP4	255,255,255
Birna_VP5	255,255,255
Blo-t-5	255,255,255
Blt1	255,255,255
Blt1_C	255,255,255
BmKX	255,255,255
Bmp	59,187,146
Bmt2	255,255,255
BofA	255,255,255
BofC_C	255,255,255
BolA	60,203,119
Bombesin	255,255,255
Bombinin	255,255,255
Bombolitin	255,255,255
Borealin	255,255,255
Borrelia_P13	255,255,255
Borrelia_P83	255,255,255
Borrelia_REV	255,255,255
Borrelia_lipo_1	255,255,255
Borrelia_orfA	255,255,255
Borrelia_orfD	255,255,255
Borrelia_orfX	255,255,255
Borrelia_rep	255,255,255
Bot1p	255,255,255
Botulinum_HA-17	255,255,255
Bowman-Birk_leg	255,255,255
BphX	255,255,255
BppL_N	159,210,61
BppU_N	209,99,78
BpsA_C	215,102,68
BpuJI_N	255,255,255
BpuSI_N	255,255,255
Bradykinin	255,255,255
Branch	141,183,61
Branch_AA_trans	255,255,255
Bravo_FIGEY	255,255,255
Brix	255,255,255
BrkDBD	255,255,255
BrnA_antitoxin	255,255,255
BrnT_toxin	81,152,189
Bro-N	255,255,255
Bromo_MP	255,255,255
Bromo_TP	255,255,255
Bromo_TP_like	255,255,255
Bromo_coat	255,255,255
Bromodomain	70,179,75
Brr6_like_C_C	255,255,255
Brucella_OMP2	255,255,255
Bse634I	255,255,255
BshC	255,255,255
BslA	84,206,208
BssC_TutF	255,255,255
BssS	255,255,255
BsuBI_PstI_RE	255,255,255
BsuBI_PstI_RE_N	216,80,195
BsuPI	255,255,255
Bt_P21	255,255,255
BtpA	168,205,89
BtrH_N	159,218,73
Btz	255,255,255
Bud13	255,255,255
Bul1_C	255,255,255
Bul1_N	255,255,255
Bundlin	255,255,255
Bunya_G1	255,255,255
Bunya_G2	255,255,255
Bunya_NS-S	255,255,255
Bunya_NS-S_2	255,255,255
Bunya_RdRp	255,255,255
Bunya_nucleocap	255,255,255
But2	255,255,255
Bys1	255,255,255
Bystin	255,255,255
C-C_Bond_Lyase	255,255,255
C1-set	255,255,255
C12orf66_like	255,255,255
C166	255,255,255
C1ORF64	255,255,255
C1_1	255,255,255
C1_2	255,255,255
C1_4	255,255,255
C1q	255,255,255
C2	52,203,79
C2-C2_1	255,255,255
C2-set	255,255,255
C2-set_2	255,255,255
C4	255,255,255
C5-epim_C	255,255,255
C6	255,255,255
C6_DPF	255,255,255
C8	255,255,255
C9orf72-like	255,255,255
CAAD	255,255,255
CAAP1	255,255,255
CAAX_1	255,255,255
CABIT	255,255,255
CABS1	255,255,255
CAC1F_C	255,255,255
CAF-1_p150	255,255,255
CAF-1_p60_C	255,255,255
CAF1	255,255,255
CAF1-p150_C2	255,255,255
CAF1-p150_N	255,255,255
CAF1A	255,255,255
CAF1C_H4-bd	255,255,255
CAF20	255,255,255
CAGE1	255,255,255
CALCOCO1	255,255,255
CALM_bind	255,255,255
CAML	255,255,255
CAMP_factor	255,255,255
CAMSAP_CC1	255,255,255
CAMSAP_CH	255,255,255
CAMSAP_CKK	255,255,255
CAP	189,95,74
CAP-ZIP_m	255,255,255
CAP160	255,255,255
CAP18_C	255,255,255
CAP59_mtransfer	255,255,255
CAP_C	255,255,255
CAP_GLY	255,255,255
CAP_N	255,255,255
CAP_assoc_N	255,255,255
CARD	255,255,255
CARDB	223,104,96
CARD_2	255,255,255
CARM1	255,255,255
CARMIL_C	255,255,255
CART	255,255,255
CASP_C	255,255,255
CAS_C	255,255,255
CAS_CSE1	255,255,255
CAT	255,255,255
CATSPERB	255,255,255
CATSPERD	255,255,255
CATSPERG	255,255,255
CAT_RBD	255,255,255
CAV_VP3	255,255,255
CA_like	255,255,255
CBAH	68,101,208
CBF	255,255,255
CBFB_NFYA	255,255,255
CBFD_NFYB_HMF	255,255,255
CBFNT	255,255,255
CBF_beta	190,91,53
CBM-like	179,212,62
CBM26	255,255,255
CBM27	255,255,255
CBM39	255,255,255
CBM46	173,207,86
CBM49	255,255,255
CBM53	255,255,255
CBM60	255,255,255
CBM65_1	87,189,167
CBM77	186,79,189
CBM9_1	255,255,255
CBM9_2	255,255,255
CBM_1	255,255,255
CBM_10	255,255,255
CBM_11	255,255,255
CBM_14	186,125,81
CBM_15	255,255,255
CBM_17_28	255,255,255
CBM_19	255,255,255
CBM_2	224,89,220
CBM_20	189,66,101
CBM_21	255,255,255
CBM_25	132,223,95
CBM_26	71,213,188
CBM_3	95,155,216
CBM_35	186,83,76
CBM_48	166,223,94
CBM_4_9	255,255,255
CBM_5_12	63,218,156
CBM_5_12_2	255,255,255
CBM_6	79,51,186
CBM_X2	137,181,76
CBP	255,255,255
CBP4	255,255,255
CBP_BcsF	255,255,255
CBP_BcsG	255,255,255
CBP_BcsN	255,255,255
CBP_BcsO	255,255,255
CBP_BcsQ	255,255,255
CBP_BcsR	255,255,255
CBP_BcsS	255,255,255
CBP_CCPA	255,255,255
CBP_GIL	255,255,255
CBS	220,56,105
CBX7_C	255,255,255
CC	255,255,255
CC190	255,255,255
CC2-LZ	255,255,255
CC2D2AN-C2	255,255,255
CCAP	255,255,255
CCB1	255,255,255
CCB2_CCB4	255,255,255
CCCAP	255,255,255
CCD	255,255,255
CCD48	255,255,255
CCDC-167	255,255,255
CCDC106	255,255,255
CCDC117	255,255,255
CCDC14	255,255,255
CCDC142	255,255,255
CCDC144C	255,255,255
CCDC154	255,255,255
CCDC158	255,255,255
CCDC168_N	255,255,255
CCDC23	255,255,255
CCDC24	255,255,255
CCDC32	255,255,255
CCDC50_N	255,255,255
CCDC53	255,255,255
CCDC66	255,255,255
CCDC71L	255,255,255
CCDC73	255,255,255
CCDC74_C	255,255,255
CCDC84	255,255,255
CCDC85	255,255,255
CCDC92	255,255,255
CCER1	255,255,255
CCG	80,212,217
CCM2_C	255,255,255
CCP_MauG	214,79,187
CCSAP	255,255,255
CCSMST1	255,255,255
CCT	208,149,79
CCT_2	255,255,255
CD20	255,255,255
CD225	255,255,255
CD24	255,255,255
CD34_antigen	255,255,255
CD36	255,255,255
CD4-extracel	255,255,255
CD45	255,255,255
CD47	255,255,255
CD52	255,255,255
CD99L2	255,255,255
CDC13_N	255,255,255
CDC14	255,255,255
CDC24	255,255,255
CDC24_OB1	255,255,255
CDC24_OB2	255,255,255
CDC24_OB3	255,255,255
CDC27	255,255,255
CDC37_C	255,255,255
CDC37_M	255,255,255
CDC37_N	255,255,255
CDC45	255,255,255
CDC48_2	255,255,255
CDC48_N	255,255,255
CDC4_D	255,255,255
CDC50	67,174,210
CDC73_C	255,255,255
CDC73_N	255,255,255
CDCA	217,106,186
CDH	255,255,255
CDH-cyt	82,194,55
CDI	227,138,69
CDK2AP	255,255,255
CDK5_activator	255,255,255
CDKN3	255,255,255
CDO_I	194,90,54
CDP-OH_P_tran_2	255,255,255
CDP-OH_P_transf	100,201,161
CDPS	66,210,97
CDRN	255,255,255
CDRT4	255,255,255
CDT1	255,255,255
CDT1_C	255,255,255
CDV3	255,255,255
CDtoxinA	255,255,255
CE2_N	189,91,78
CEBP1_N	255,255,255
CEBP_ZZ	255,255,255
CECR6_TMEM121	255,255,255
CEL_III_C	180,157,67
CEND1	255,255,255
CENP-B_N	255,255,255
CENP-B_dimeris	255,255,255
CENP-C_C	255,255,255
CENP-C_mid	255,255,255
CENP-F_C_Rb_bdg	255,255,255
CENP-F_N	255,255,255
CENP-F_leu_zip	255,255,255
CENP-H	255,255,255
CENP-I	255,255,255
CENP-K	255,255,255
CENP-L	255,255,255
CENP-M	255,255,255
CENP-N	255,255,255
CENP-O	255,255,255
CENP-P	255,255,255
CENP-Q	255,255,255
CENP-R	255,255,255
CENP-S	255,255,255
CENP-T_C	255,255,255
CENP-T_N	255,255,255
CENP-U	255,255,255
CENP-W	255,255,255
CENP-X	255,255,255
CENP_C_N	255,255,255
CEP1-DNA_bind	255,255,255
CEP170_C	255,255,255
CEP19	255,255,255
CEP209_CC5	255,255,255
CEP44	255,255,255
CEP63	255,255,255
CEP76-C2	255,255,255
CF222	255,255,255
CFAP91	255,255,255
CFC	255,255,255
CFEM	255,255,255
CFIA_Pcf11	255,255,255
CFTR_R	255,255,255
CG-1	255,255,255
CGGC	255,255,255
CGI-121	255,255,255
CH	255,255,255
CHAD	93,208,142
CHAP	54,187,84
CHASE	255,255,255
CHASE2	255,255,255
CHASE3	193,87,191
CHASE4	219,204,62
CHASE5	255,255,255
CHASE6_C	255,255,255
CHASE7	255,255,255
CHASE8	255,255,255
CHASE9	255,255,255
CHAT	222,88,225
CHB_HEX	255,255,255
CHB_HEX_C	255,255,255
CHB_HEX_C_1	126,178,80
CHCH	255,255,255
CHD5	255,255,255
CHDCT2	255,255,255
