bgc_id	motif_id	n_training_matches	score_threshold	score	hit_genes
BGC0000081	MG1484_M0032_M2806_M2894	31	-93.284	-53.674	AS-PF00561,AS-PP-binding_c19,AS-p450_c29,Bac_luciferase,CoA_transf_3,EHN,FMN_red,Methyltransf_11_c7
BGC0000081	MG1488_M0840_M1121	326	18.423	25.942	AS-MGT_c0,AS-dTDP_sugar_isom_c2,Hexose_dehydrat,Methyltransf_11_c7
BGC0000081	MG403_M1476_M1496_M2005	63	-41.918	-34.122	AS-Abhydrolase_6,Aminotran_1_2
BGC0000082	M0099	50	9.754	9.754	FAD_binding_4;BBE,Thioesterase_c39
BGC0000082	M0163	280	6.233	6.233	Flavin_Reduct,Sugar_tr
BGC0000082	M0377	118	6.266	6.266	NTP_transferase,PfkB
BGC0000082	M0437	179	8.37	13.41	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16,NTP_transferase
BGC0000082	M0455	329	6.559	6.559	PfkB,Sugar_tr
BGC0000082	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0000082	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0000082	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0000082	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000082	M1091	81	15.217	22.404	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0000082	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0000082	M2632	333	2.642	15.382	Cpn10,Cpn60_TCP1
BGC0000082	MG1484_M0032_M2806_M2894	31	-93.284	-88.021	AS-p450_c29,Aldo_ket_red,PfkB
BGC0000082	MG1488_M0840_M1121	326	18.423	23.636	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0000082	MG1489_M1416_M1417	369	29.466	50.921	AS-DegT_DnrJ_EryC1_c15,AS-MGT_c0,AS-dTDP_sugar_isom_c2,Epimerase_c16,GDP_Man_Dehyd,GFO_IDH_MocA_c21,Hexose_dehydrat,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0000082	MG1887_M0366_M0416	424	-1.537	-1.537	Aldo_ket_red,Sugar_tr
BGC0000082	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0000082	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000084	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0000084	MG1887_M0366_M0416	424	-1.537	5.269	AS-PF00561,Sugar_tr
BGC0000085	M0377	118	6.266	6.266	NTP_transferase,PfkB
BGC0000085	M0504	198	-4.454	33.006	AdoHcyase,MTHFR,PfkB,S-AdoMet_synt_N;S-AdoMet_synt_M;S-AdoMet_synt_C,S-methyl_trans;Pterin_bind;B12-binding_2;B12-binding_c7;Met_synt_B12
BGC0000085	M0560	43	7.733	15.4	AS-MGT_c0,GDP_Man_Dehyd,Radical_SAM_c33
BGC0000085	M0627	29	3.086	3.086	AS-p450_c9,Thioesterase_c35
BGC0000085	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0000085	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0000085	MG1423_M1723_M1852	74	-6.585	0.731	AS-MGT_c4,Hexose_dehydrat
BGC0000085	MG1488_M0840_M1121	326	18.423	30.09	AS-MGT_c0,AS-MGT_c4,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0000085	MG1489_M1416_M1417	369	29.466	39.936	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,GFO_IDH_MocA_c21,Hexose_dehydrat,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0000085	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0000086	M0343	128	1.822	6.193	AS-fabH_c2,Thioesterase_c35
BGC0000086	M0769	204	8.63	8.63	3HCDH_N;3HCDH,Beta-lactamase
BGC0000086	M0870	293	8.943	8.943	AS-fabH_c2,Thioesterase_c35
BGC0000086	M1003	294	10.288	18.226	3HCDH_N;3HCDH,AS-ADH_N_c16;AS-ADH_zinc_N_c17,AS-fabH_c2
BGC0000086	MG1357_M1293_M1551_M1552	336	-9.109	-7.336	AS-fabH_c2,Sugar_tr,Thioesterase_c35
BGC0000087	M0114	78	7.825	7.825	AS-MannoseP_isomer_c2,Beta-lactamase
BGC0000087	M0176	123	6.674	6.674	AS-MannoseP_isomer_c2,Polyketide_cyc2
BGC0000087	M0186	141	7.038	7.038	AS-Abhydrolase_6,Polyketide_cyc2
BGC0000087	M0211	103	5.534	5.534	AS-adh_short_C2,Beta-lactamase
BGC0000087	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0000087	M0282	105	8.964	8.964	AS-adh_short_C2,AS-fabH_c2
BGC0000087	M0322	106	7.482	7.482	AS-Abhydrolase_6,Beta-lactamase
BGC0000087	M0343	128	1.822	7.768	AS-Abhydrolase_6,AS-fabH_c2,Thioesterase_c35
BGC0000087	M0599	418	5.307	5.307	AS-MannoseP_isomer_c2,Sugar_tr
BGC0000087	M0769	204	8.63	8.63	3HCDH_N;3HCDH,Beta-lactamase
BGC0000087	M0870	293	8.943	8.943	AS-fabH_c2,Thioesterase_c35
BGC0000087	M1003	294	10.288	18.226	3HCDH_N;3HCDH,AS-ADH_N_c16;AS-ADH_zinc_N_c17,AS-fabH_c2
BGC0000087	MG1357_M1293_M1551_M1552	336	-9.109	-3.631	AS-adh_short_C2,AS-fabH_c2,Sugar_tr,Thioesterase_c35
BGC0000088	M0331	128	8.912	8.912	AS-p450_c29,Beta-lactamase
BGC0000090	M1193	49	7.159	27.982	3HCDH_N;3HCDH,AS-DegT_DnrJ_EryC1_c15,DHquinase_II,FAD_binding_3_c37,HAD_2_c30
BGC0000090	MG1314_M1251_M1842	399	11.441	11.441	3HCDH_N;3HCDH,AS-PP-binding_c23
BGC0000090	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	48.629	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,FAD_binding_3_c37,HAD_2_c30,Methyltransf_11_c2,ROK
BGC0000091	M0343	128	1.822	9.415	AS-fabH_c2,AS-ladderane_c23
BGC0000091	M0646	85	-5.207	57.372	AS-AMP-binding_c38,AS-Acyl-CoA_dh_N_c32;AS-Acyl-CoA_dh_M_c49;AS-Acyl-CoA_dh_1_c45,AS-NAD_binding_4_c44,AS-PF00881_c13,AS-PP-binding_c38,AS-PPDK_N_c8;PEP-utilizers,AS-fabH_c2,AS-ladderane_c23,Acyltransferase,Rieske,Thioesterase_c18
BGC0000091	M0804	147	9.893	27.891	AS-Acyl-CoA_dh_N_c32;AS-Acyl-CoA_dh_M_c49;AS-Acyl-CoA_dh_1_c45,AS-PF00881_c13,AS-fabH_c2,AS-ladderane_c23
BGC0000091	M2296	191	8.784	8.784	AS-PP-binding_c38,AS-fabH_c2
BGC0000091	M2698	104	16.635	37.868	AS-Acyl-CoA_dh_N_c32;AS-Acyl-CoA_dh_M_c49;AS-Acyl-CoA_dh_1_c45,AS-PF00881_c13,AS-PPDK_N_c8;PEP-utilizers,Rieske,Thioesterase_c18
BGC0000092	M0301	49	8.346	8.346	AS-p450_c16,Thioesterase_c35
BGC0000092	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0000092	MG1484_M0032_M2806_M2894	31	-93.284	-89.242	AS-p450_c26,Aldo_ket_red,Methyltransf_11_c7
BGC0000092	MG476_M0463_M1027	192	9.949	9.949	AS-DegT_DnrJ_EryC1_c15,Thioesterase_c35
BGC0000093	M0123	133	3.209	3.209	Amidase,Sugar_tr
BGC0000093	M0138	178	7.072	7.072	AS-PF00561,DJ-1_PfpI
BGC0000093	M0153	118	1.762	1.762	AS-p450_c7,Sugar_tr
BGC0000093	M0200	215	4.644	5.017	PfkB,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0000093	M0209	84	5.579	5.579	Bac_luciferase,KR_c25
BGC0000093	M0229	111	10.011	10.011	KR_c12,KR_c25
BGC0000093	M0231	106	6.641	6.641	CoA_transf_3,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0000093	M0241	147	6.609	6.609	AS-PF00561,KR_c25
BGC0000093	M0246	261	7.117	7.117	Aldo_ket_red,DJ-1_PfpI
BGC0000093	M0371	234	6.714	6.714	DJ-1_PfpI,Sugar_tr
BGC0000093	M0380	75	9.381	9.381	KR_c25,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0000093	M0421	147	9.974	9.974	AS-AMP-binding_c21,CoA_transf_3
BGC0000093	M0448	314	7.189	7.189	AS-AMP-binding_c21,AS-PF00561
BGC0000093	M0454	321	7.756	7.756	AP_endonuc_2,Sugar_tr
BGC0000093	M0455	329	6.559	6.559	PfkB,Sugar_tr
BGC0000093	M0467	60	4.252	4.252	Aldedh,Bac_luciferase,Sugar_tr
BGC0000093	M0514	217	7.062	7.062	KR_c12,Sugar_tr
BGC0000093	M0692	147	7.577	7.577	AS-AMP-binding_c21,Bac_luciferase
BGC0000093	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0000093	M0869	90	8.758	8.758	PfkB,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0000093	M1057	188	7.04	7.04	Aldedh,Bac_luciferase
BGC0000093	M1068	405	6.422	6.422	Aldo_ket_red,Bac_luciferase
BGC0000093	M1631	571	7.86	7.86	Aldedh,NAD_binding_2;NAD_binding_11
BGC0000093	MG1484_M0032_M2806_M2894	31	-93.284	-58.917	AS-PF00561,AS-p450_c29,Aldo_ket_red,Bac_luciferase,CoA_transf_3,KR_c21,PfkB,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0000093	MG1774_M0385_M0855	653	3.388	11.825	Aldedh,FAA_hydrolase,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0000093	MG1850_M0505_M0626	1246	4.101	8.888	Aldo_ket_red,Bac_luciferase,Sugar_tr
BGC0000093	MG1887_M0366_M0416	424	-1.537	8.325	AS-PF00561,Aldo_ket_red,Sugar_tr
BGC0000093	MG1888_M0195_M0251	288	-9.164	7.056	AS-PF00561,Aldo_ket_red
BGC0000093	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-32.278	AS-AMP-binding_c21,AS-PF00561,AS-p450_c7,Aldo_ket_red,KR_c25
BGC0000093	MG510_M0258_M0281	52	-26.516	-16.971	Aldose_epim,FAA_hydrolase,KR_c21
BGC0000093	MG701_M1534_M2853_M2898	304	-12.64	-1.219	RraA-like,Sugar_tr
BGC0000093	MG994_M1983_M2521_M2525_M2526	1036	-2.706	-2.706	AS-PF00561,FAA_hydrolase
BGC0000096	MG1314_M1251_M1842	399	11.441	11.441	3HCDH_N;3HCDH,AS-PP-binding_c23
BGC0000096	MG1318_M0707_M1134_M1253_M1254_M2037	648	2.128	18.375	3HCDH_N;3HCDH,AS-PP-binding_c23,HAD_2_c20
BGC0000097	M0149	55	-2.0	-2.0	AS-PF00561,Acyltransferase
BGC0000097	M0216	58	10.947	10.947	AS-p450_c29,Thioesterase_c3
BGC0000097	M1098	188	13.076	13.076	AS-PKS_AT_c24,Thioesterase_c3
BGC0000097	MG1484_M0032_M2806_M2894	31	-93.284	-81.777	AS-PF00561,AS-PKS_AT_c24,AS-p450_c29,Acyltransferase
BGC0000100	M0153	118	1.762	1.762	AS-p450_c7,Sugar_tr
BGC0000100	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0000100	MG1887_M0366_M0416	424	-1.537	5.269	AS-PF00561,Sugar_tr
BGC0000102	M0437	179	8.37	8.37	AS-DegT_DnrJ_EryC1_c15,NTP_transferase
BGC0000102	M0560	43	7.733	25.128	AS-MGT_c0,GDP_Man_Dehyd,MycE_N,Radical_SAM_c33
BGC0000102	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000102	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0000102	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0000102	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000105	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0000105	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0000105	MG276_M2671_M2745_M2836	43	-20.984	-14.255	AS-MGT_c0,AS-p450_c49
BGC0000105	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0000106	M0321	54	7.347	7.347	GAF;SpoIIE,Peptidase_M1
BGC0000106	M0902	245	6.128	6.128	NUDIX,Peptidase_M1
BGC0000106	MG1592_M2862_M2876	470	-4.369	-2.586	DAHP_synth_2_c4,ROK
BGC0000106	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	62.403	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,FAD_binding_3_c37,GFO_IDH_MocA_c32;GFO_IDH_MocA_C,HAD_2_c30,ROK,Shikimate_dh_N;AS-ThiF
BGC0000111	M0333	41	6.56	20.22	E1_dh,Flavin_Reduct,Thioesterase_c35,Transket_pyr;Transketolase_C
BGC0000111	M0732	272	7.738	7.738	Flavin_Reduct,Thioesterase_c35
BGC0000111	MG1410_M0344_M0429_M2012_M2015	1046	-3.047	18.786	Biotin_lipoyl;E3_binding;2-oxoacid_dh,E1_dh,Transket_pyr;Transketolase_C
BGC0000111	MG1412_M0921_M2016_M2017	621	3.807	11.038	E1_dh,Transket_pyr;Transketolase_C
BGC0000112	M0202	64	8.01	8.01	AS-AMP-binding_c48,Flavin_Reduct
BGC0000112	M0714	132	7.375	13.652	AS-Abhydrolase_6,Flavin_Reduct,GMC_oxred_N;GMC_oxred_C_c12
BGC0000112	MG1378_M2130_M2134_M2150_M2172_M2175_M2176	657	-4.649	60.895	4HBT_c40,AS-ene_KS_c40;AS-PKS_AT_c24;KR_c35;PS-DH_c5,CMD,DUF1702,FG-GAP_3;UnbV_ASPIC,Flavin_Reduct,GMC_oxred_N;GMC_oxred_C_c12,MDMPI_N;Wyosine_form,SnoaL_2_c29
BGC0000112	MG1379_M2127_M2129	136	19.237	62.219	4HBT_c40,AS-ene_KS_c40;AS-PKS_AT_c24;KR_c35;PS-DH_c5,CMD,DUF1702,FG-GAP_3;UnbV_ASPIC,Flavin_Reduct,GMC_oxred_N;GMC_oxred_C_c12,MDMPI_N;Wyosine_form,SnoaL_2_c29
BGC0000112	MG1381_M2142_M2159	294	18.367	20.024	4HBT_c40,DUF1702,FG-GAP_3;UnbV_ASPIC
BGC0000112	MG450_M0751_M2593_M2610	813	7.728	15.01	AS-RmlD_sub_bind_c29,GDP_Man_Dehyd,NTP_transferase
BGC0000115	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000115	MG475_M1088_M1089	204	4.345	20.31	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd,UDPGT_c29
BGC0000115	MG476_M0463_M1027	192	9.949	19.105	AS-DegT_DnrJ_EryC1_c15,Thioesterase_c35,UDPGT_c29
BGC0000116	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000116	MG475_M1088_M1089	204	4.345	26.524	AS-DegT_DnrJ_EryC1_c15,AS-p450_c48,GDP_Man_Dehyd,UDPGT_c29
BGC0000117	M0370	38	9.834	9.834	MM_CoA_mutase,Metallophos
BGC0000117	M0768	124	8.466	8.466	Metallophos,Thioesterase_c3
BGC0000118	M0241	147	6.609	6.609	AS-PF00561,KR_c25
BGC0000118	M1093	154	6.096	6.096	AS-PF00561,SpoIIE
BGC0000118	MG1484_M0032_M2806_M2894	31	-93.284	-88.379	AS-PF00561,AS-ksIII_c2,AS-p450_c29
BGC0000118	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-43.72	AS-PF00561,KR_c25
BGC0000119	M0241	147	6.609	11.12	AS-PF00561,KR_c25,MDMPI_N
BGC0000119	M1093	154	6.096	6.096	AS-PF00561,SpoIIE
BGC0000119	MG1484_M0032_M2806_M2894	31	-93.284	-88.379	AS-PF00561,AS-ksIII_c2,AS-p450_c29
BGC0000119	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-43.72	AS-PF00561,KR_c25
BGC0000123	M0320	121	6.9	6.9	AS-PF00561,NAD_binding_10
BGC0000123	M0470	98	5.362	5.362	AS-PF00561,AS-p450_c16
BGC0000125	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000125	MG475_M1088_M1089	204	4.345	26.524	AS-DegT_DnrJ_EryC1_c15,AS-p450_c48,GDP_Man_Dehyd,UDPGT_c29
BGC0000125	MG476_M0463_M1027	192	9.949	19.105	AS-DegT_DnrJ_EryC1_c15,Thioesterase_c35,UDPGT_c29
BGC0000127	M0789	70	13.57	36.374	AS-Acyl-CoA_dh_N_c29;AS-Acyl-CoA_dh_M_c14;AS-Acyl-CoA_dh_1_c45,AS-Trp_halogenase_c14,AS-mod_KS_c0;Acyl_transf_1_c2;AS-PP-binding_c2,FAD_binding_3_c17
BGC0000128	M0789	70	13.57	24.823	AS-Trp_halogenase_c14,AS-mod_KS_c0;AS-PKS_AT_c24;AS-adh_short;AS-PP-binding_c16,FAD_binding_3_c17
BGC0000130	MG1484_M0032_M2806_M2894	31	-93.284	-88.637	AS-p450_c29,CoA_transf_3,KR_c43
BGC0000133	M0216	58	10.947	10.947	AS-p450_c29,Thioesterase_c3
BGC0000133	M0322	106	7.482	7.482	AS-Abhydrolase_6,Beta-lactamase
BGC0000133	M0331	128	8.912	8.912	AS-p450_c29,Beta-lactamase
BGC0000135	M0378	172	0.954	9.788	Aldedh,Amidohydro_2,FAA_hydrolase
BGC0000135	M0846	346	9.148	9.148	Amidohydro_2,FAA_hydrolase
BGC0000135	M2024	168	-2.3	10.889	2-Hacid_dh_C,RraA-like
BGC0000135	MG1774_M0385_M0855	653	3.388	3.766	Aldedh,FAA_hydrolase
BGC0000136	M0414	109	6.263	6.263	Bac_luciferase,ROK
BGC0000136	M0465	184	8.162	8.162	Bac_luciferase,Thioesterase_c35
BGC0000136	M1091	81	15.217	15.217	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Hexose_dehydrat
BGC0000136	MG1423_M1723_M1852	74	-6.585	0.404	AS-DegT_DnrJ_EryC1_c47,Hexose_dehydrat
BGC0000136	MG1488_M0840_M1121	326	18.423	18.423	AS-MGT_c0,AS-dTDP_sugar_isom_c2,Hexose_dehydrat
BGC0000136	MG1490_M0790_M1414	198	24.625	32.434	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,GFO_IDH_MocA_c21,Hexose_dehydrat
BGC0000136	MG1850_M0505_M0626	1246	4.101	4.101	Bac_luciferase,Sugar_tr
BGC0000136	MG476_M0463_M1027	192	9.949	9.949	AS-DegT_DnrJ_EryC1_c15,Thioesterase_c35
BGC0000136	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	53.429	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,FAD_binding_3_c37,GFO_IDH_MocA_c32;GFO_IDH_MocA_C,HAD_2_c30,ROK
BGC0000137	MG1423_M1723_M1852	74	-6.585	0.404	AS-DegT_DnrJ_EryC1_c47,Hexose_dehydrat
BGC0000137	MG276_M2671_M2745_M2836	43	-20.984	-16.234	AS-MGT_c0,AS-p450_c27
BGC0000137	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	53.429	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,FAD_binding_3_c37,GFO_IDH_MocA_c32;GFO_IDH_MocA_C,HAD_2_c30,ROK
BGC0000140	M1139	33	7.124	7.124	AS-PP-binding_c31,AS-fabH_c18
BGC0000140	M1272	330	7.271	7.271	AS-AMP-binding_c21,AS-Abhydrolase_6
BGC0000140	MG1336_M0511_M0964	411	6.665	8.531	AS-AMP-binding_c21,Thioesterase_c35
BGC0000141	M0099	50	9.754	9.754	FAD_binding_4;BBE,Thioesterase_c39
BGC0000141	M0414	109	6.263	6.263	Bac_luciferase,ROK
BGC0000141	M0437	179	8.37	13.41	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16,NTP_transferase
BGC0000141	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0000141	M0652	59	9.275	16.372	AS-DegT_DnrJ_EryC1_c15,AS-PhyH_c3,Epimerase_c16
BGC0000141	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0000141	M0692	147	7.577	7.577	AS-AMP-binding_c21,Bac_luciferase
BGC0000141	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000141	MG1484_M0032_M2806_M2894	31	-93.284	-90.076	Bac_luciferase,FMN_red,NAD_binding_10
BGC0000141	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0000141	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000141	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	53.429	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,FAD_binding_3_c37,GFO_IDH_MocA_c32;GFO_IDH_MocA_C,HAD_2_c30,ROK
BGC0000142	M0314	28	5.158	5.158	Aminotran_1_2,Sugar_tr
BGC0000142	M0448	314	7.189	7.189	AS-AMP-binding_c21,AS-PF00561
BGC0000142	M0470	98	5.362	5.362	AS-PF00561,AS-p450_c16
BGC0000142	M0889	152	6.563	6.563	AS-AMP-binding_c21,Carboxyl_trans
BGC0000142	M0932	359	6.485	6.485	Carboxyl_trans,Sugar_tr
BGC0000142	MG1357_M1293_M1551_M1552	336	-9.109	-7.707	AS-PP-binding_c16,Carboxyl_trans,Sugar_tr
BGC0000142	MG1887_M0366_M0416	424	-1.537	5.269	AS-PF00561,Sugar_tr
BGC0000142	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-41.344	AS-AMP-binding_c21,AS-PF00561,Carboxyl_trans
BGC0000144	M0343	128	1.822	6.193	AS-fabH_c2,Thioesterase_c35
BGC0000144	M0648	102	3.842	3.842	AS-PP-binding_c30,AS-fabH_c2
BGC0000144	M0870	293	8.943	8.943	AS-fabH_c2,Thioesterase_c35
BGC0000144	M1003	294	10.288	10.288	3HCDH_N;3HCDH,AS-fabH_c2
BGC0000144	M1137	91	8.46	8.46	AS-AMP-binding_c21,AS-PP-binding_c30
BGC0000144	MG1336_M0511_M0964	411	6.665	8.531	AS-AMP-binding_c21,Thioesterase_c35
BGC0000144	MG1357_M1293_M1551_M1552	336	-9.109	-7.336	AS-fabH_c2,Sugar_tr,Thioesterase_c35
BGC0000148	MG1423_M1723_M1852	74	-6.585	0.404	AS-DegT_DnrJ_EryC1_c47,Hexose_dehydrat
BGC0000150	M0349	91	6.875	6.875	Flavin_Reduct,SBP_bac_1
BGC0000150	M0496	269	3.814	6.979	AS-Acyl-CoA_dh_N_c7;Acyl-CoA_dh_2,Flavin_Reduct
BGC0000150	M1024	425	7.571	7.571	Bac_luciferase,Flavin_Reduct
BGC0000150	M2128	104	36.63	70.988	4HBT_c40,AS-Acyl-CoA_dh_N_c48;Acyl-CoA_dh_2,AS-NAD_binding_4_c17,AS-p450_c10,CMD,DUF1702,FG-GAP_3;UnbV_ASPIC,Flavin_Reduct,GMC_oxred_N;GMC_oxred_C_c12,MDMPI_N,SnoaL_2_c29
BGC0000150	MG1378_M2130_M2134_M2150_M2172_M2175_M2176	657	-4.649	51.918	4HBT_c40,AS-NAD_binding_4_c17,CMD,DUF1702,FG-GAP_3;UnbV_ASPIC,Flavin_Reduct,GMC_oxred_N;GMC_oxred_C_c12,SnoaL_2_c29
BGC0000150	MG1379_M2127_M2129	136	19.237	73.746	4HBT_c40,AS-Acyl-CoA_dh_N_c48;Acyl-CoA_dh_2,AS-NAD_binding_4_c17,AS-p450_c10,CMD,DUF1702,FG-GAP_3;UnbV_ASPIC,Flavin_Reduct,GMC_oxred_N;GMC_oxred_C_c12,HpaB_N;HpaB,SnoaL_2_c29
BGC0000150	MG1381_M2142_M2159	294	18.367	20.024	4HBT_c40,DUF1702,FG-GAP_3;UnbV_ASPIC
BGC0000150	MG1484_M0032_M2806_M2894	31	-93.284	-92.758	Bac_luciferase,EHN
BGC0000151	M0437	179	8.37	17.495	AS-DegT_DnrJ_EryC1_c15,FdtA,NTP_transferase
BGC0000151	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000151	MG450_M0751_M2593_M2610	813	7.728	7.728	GDP_Man_Dehyd,NTP_transferase
BGC0000151	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0000152	M0148	80	8.378	8.378	Abhydrolase_3,Aldo_ket_red
BGC0000152	MG1484_M0032_M2806_M2894	31	-93.284	-91.465	Aldo_ket_red,KR_c43,NAD_binding_10
BGC0000154	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0000157	M1879	386	3.385	14.906	AS-Flavoprotein_c4,UbiD
BGC0000158	M1879	386	3.385	14.906	AS-Flavoprotein_c4,UbiD
BGC0000158	MG1484_M0032_M2806_M2894	31	-93.284	-90.806	CoA_transf_3,Cyclase
BGC0000159	M0065	57	8.887	8.887	CMD,DJ-1_PfpI
BGC0000159	M0171	91	5.734	10.684	CMD,CoA_transf_3,Cyclase
BGC0000159	MG1318_M0707_M1134_M1253_M1254_M2037	648	2.128	18.349	3HCDH_N;3HCDH,AS-Methyltransf_3_c0,HAD_2_c20
BGC0000159	MG1484_M0032_M2806_M2894	31	-93.284	-81.532	AS-PP-binding_c28,CoA_transf_3,Cyclase
BGC0000162	M0099	50	9.754	9.754	FAD_binding_4;BBE,Thioesterase_c39
BGC0000162	M0163	280	6.233	6.233	Flavin_Reduct,Sugar_tr
BGC0000162	M0437	179	8.37	8.37	AS-DegT_DnrJ_EryC1_c15,NTP_transferase
BGC0000162	M0450	148	9.458	9.458	Acyl_transf_3,Flavin_Reduct
BGC0000162	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0000162	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0000162	M0713	227	8.749	8.749	NTP_transferase,Peptidase_M23
